mes,municipis,concepte,estat,valor
10/2020,Casserres,casos confirmats,,11
10/2020,Castellar del Vallès,casos confirmats,,345
10/2020,Castellbell i el Vilar,casos confirmats,,39
10/2020,Castellbisbal,casos confirmats,,185
10/2020,Castellcir,casos confirmats,,9
10/2020,Castelldans,casos confirmats,,4
10/2020,Castelldefels,casos confirmats,,618
10/2020,Castellet i la Gornal,casos confirmats,,16
10/2020,Castellfollit de la Roca,casos confirmats,,6
10/2020,Castellfollit del Boix,casos confirmats,..,null
10/2020,Castellgalí,casos confirmats,,31
10/2020,Castellnou de Bages,casos confirmats,,7
10/2020,Castellnou de Seana,casos confirmats,,5
10/2020,Castelló d'Empúries,casos confirmats,,146
10/2020,Castelló de Farfanya,casos confirmats,,6
10/2020,Castellolí,casos confirmats,,9
10/2020,Castell-Platja d'Aro,casos confirmats,,91
10/2020,Castellserà,casos confirmats,,4
10/2020,Castellterçol,casos confirmats,,19
10/2020,Castellvell del Camp,casos confirmats,,36
10/2020,Castellví de la Marca,casos confirmats,,14
10/2020,Castellví de Rosanes,casos confirmats,,39
10/2020,"Catllar, el",casos confirmats,,32
10/2020,"Cellera de Ter, la",casos confirmats,,62
10/2020,Celrà,casos confirmats,,72
10/2020,Centelles,casos confirmats,,96
10/2020,Cercs,casos confirmats,,13
10/2020,Cerdanyola del Vallès,casos confirmats,,688
10/2020,Cervelló,casos confirmats,,92
10/2020,Cervera,casos confirmats,,268
10/2020,Cervià de les Garrigues,casos confirmats,,13
10/2020,Cervià de Ter,casos confirmats,,10
10/2020,Cistella,casos confirmats,,7
10/2020,Ciutadilla,casos confirmats,,0
10/2020,Colera,casos confirmats,..,null
10/2020,Coll de Nargó,casos confirmats,,0
10/2020,Collbató,casos confirmats,,42
10/2020,Collsuspina,casos confirmats,,4
10/2020,"Coma i la Pedra, la",casos confirmats,,0
10/2020,Conca de Dalt,casos confirmats,..,null
10/2020,Constantí,casos confirmats,,101
10/2020,Copons,casos confirmats,,4
10/2020,Corbera d'Ebre,casos confirmats,,5
10/2020,Corbera de Llobregat,casos confirmats,,144
10/2020,Corbins,casos confirmats,,16
10/2020,Corçà,casos confirmats,,17
10/2020,Cornellà de Llobregat,casos confirmats,,1073
10/2020,Cornellà del Terri,casos confirmats,,77
10/2020,Cornudella de Montsant,casos confirmats,,0
10/2020,Creixell,casos confirmats,,31
10/2020,Crespià,casos confirmats,,4
10/2020,"Cruïlles, Monells i Sant Sadurní de l'Heura",casos confirmats,,17
10/2020,Cubelles,casos confirmats,,155
10/2020,Cubells,casos confirmats,,5
10/2020,Cunit,casos confirmats,,139
10/2020,Darnius,casos confirmats,,5
10/2020,Das,casos confirmats,,0
10/2020,Deltebre,casos confirmats,,139
10/2020,Dosrius,casos confirmats,,32
10/2020,Duesaigües,casos confirmats,,0
10/2020,"Escala, l'",casos confirmats,,66
10/2020,Esparreguera,casos confirmats,,218
10/2020,Espinelves,casos confirmats,,0
10/2020,"Espluga Calba, l'",casos confirmats,..,null
10/2020,"Espluga de Francolí, l'",casos confirmats,,26
10/2020,Esplugues de Llobregat,casos confirmats,,785
10/2020,Espolla,casos confirmats,,7
10/2020,Esponellà,casos confirmats,..,null
10/2020,Espot,casos confirmats,..,null
10/2020,"Espunyola, l'",casos confirmats,,4
10/2020,"Esquirol, l'",casos confirmats,,53
10/2020,"Estany, l'",casos confirmats,..,null
10/2020,Esterri d'Àneu,casos confirmats,,23
10/2020,Falset,casos confirmats,,118
10/2020,"Far d'Empordà, el",casos confirmats,,33
10/2020,"Fatarella, la",casos confirmats,,8
10/2020,Figaró-Montmany,casos confirmats,,14
10/2020,Fígols i Alinyà,casos confirmats,,0
10/2020,Figueres,casos confirmats,,1063
10/2020,Figuerola del Camp,casos confirmats,..,null
10/2020,Flaçà,casos confirmats,,21
10/2020,Flix,casos confirmats,,14
10/2020,Fogars de la Selva,casos confirmats,,9
10/2020,Fogars de Montclús,casos confirmats,..,null
10/2020,Foixà,casos confirmats,..,null
10/2020,Folgueroles,casos confirmats,,60
10/2020,Fondarella,casos confirmats,,5
10/2020,Fonollosa,casos confirmats,,9
10/2020,Fontanals de Cerdanya,casos confirmats,..,null
10/2020,Fontcoberta,casos confirmats,,9
10/2020,Font-rubí,casos confirmats,,7
10/2020,Foradada,casos confirmats,,0
10/2020,Forallac,casos confirmats,,8
10/2020,Fornells de la Selva,casos confirmats,,55
10/2020,Fortià,casos confirmats,,6
10/2020,"Franqueses del Vallès, les",casos confirmats,,323
10/2020,Freginals,casos confirmats,,4
10/2020,"Fuliola, la",casos confirmats,,7
10/2020,"Galera, la",casos confirmats,,4
10/2020,Gandesa,casos confirmats,,33
10/2020,Garcia,casos confirmats,,7
10/2020,"Garriga, la",casos confirmats,,231
10/2020,Garrigàs,casos confirmats,,6
10/2020,Garriguella,casos confirmats,,7
10/2020,Gavà,casos confirmats,,404
10/2020,Gavet de la Conca,casos confirmats,,0
10/2020,Gelida,casos confirmats,,85
10/2020,Ger,casos confirmats,..,null
10/2020,Gimenells i el Pla de la Font,casos confirmats,,17
10/2020,Ginestar,casos confirmats,,15
10/2020,Girona,casos confirmats,,1716
10/2020,Gironella,casos confirmats,,69
10/2020,Godall,casos confirmats,..,null
10/2020,Golmés,casos confirmats,,23
10/2020,Gósol,casos confirmats,,0
10/2020,"Granada, la",casos confirmats,,13
10/2020,"Granadella, la",casos confirmats,..,null
10/2020,"Granja d'Escarp, la",casos confirmats,..,null
10/2020,Granollers,casos confirmats,,1200
10/2020,Gratallops,casos confirmats,,0
10/2020,Gualba,casos confirmats,,9
10/2020,Gualta,casos confirmats,,6
10/2020,Guardiola de Berguedà,casos confirmats,,9
10/2020,"Guiamets, els",casos confirmats,,0
10/2020,Guils de Cerdanya,casos confirmats,,5
10/2020,Guimerà,casos confirmats,,0
10/2020,"Guingueta d'Àneu, la",casos confirmats,..,null
10/2020,Guissona,casos confirmats,,117
10/2020,Gurb,casos confirmats,,61
10/2020,Horta de Sant Joan,casos confirmats,,22
10/2020,"Hospitalet de Llobregat, l'",casos confirmats,,4436
10/2020,"Hostalets de Pierola, els",casos confirmats,,14
10/2020,Hostalric,casos confirmats,,52
10/2020,Igualada,casos confirmats,,394
10/2020,Isona i Conca Dellà,casos confirmats,,6
10/2020,Isòvol,casos confirmats,..,null
10/2020,Ivars d'Urgell,casos confirmats,,9
10/2020,Ivars de Noguera,casos confirmats,..,null
10/2020,Jafre,casos confirmats,,9
10/2020,"Jonquera, la",casos confirmats,,39
10/2020,Jorba,casos confirmats,,4
10/2020,Juià,casos confirmats,,6
10/2020,Juncosa,casos confirmats,,0
10/2020,Juneda,casos confirmats,,54
10/2020,Les,casos confirmats,..,null
10/2020,Linyola,casos confirmats,,18
10/2020,"Llacuna, la",casos confirmats,..,null
10/2020,Lladó,casos confirmats,,16
10/2020,Lladorre,casos confirmats,,0
10/2020,"Llagosta, la",casos confirmats,,204
10/2020,Llagostera,casos confirmats,,139
10/2020,Llambilles,casos confirmats,,7
10/2020,Llanars,casos confirmats,,7
10/2020,Llançà,casos confirmats,,33
10/2020,Llardecans,casos confirmats,,8
10/2020,Llavorsí,casos confirmats,..,null
10/2020,Lleida,casos confirmats,,1637
10/2020,Llers,casos confirmats,,23
10/2020,Lles de Cerdanya,casos confirmats,,0
10/2020,Lliçà d'Amunt,casos confirmats,,155
10/2020,Lliçà de Vall,casos confirmats,,56
10/2020,Llinars del Vallès,casos confirmats,,114
10/2020,Llívia,casos confirmats,,6
10/2020,Llorenç del Penedès,casos confirmats,,9
10/2020,Lloret de Mar,casos confirmats,,213
10/2020,"Llosses, les",casos confirmats,,0
10/2020,Lluçà,casos confirmats,,0
10/2020,Maçanet de Cabrenys,casos confirmats,,6
10/2020,Maçanet de la Selva,casos confirmats,,44
10/2020,Madremanya,casos confirmats,,0
10/2020,Maià de Montcal,casos confirmats,..,null
10/2020,Maials,casos confirmats,,0
10/2020,Maldà,casos confirmats,..,null
10/2020,Malgrat de Mar,casos confirmats,,128
10/2020,Malla,casos confirmats,,0
10/2020,Manlleu,casos confirmats,,577
10/2020,Manresa,casos confirmats,,843
10/2020,Marçà,casos confirmats,,6
10/2020,Marganell,casos confirmats,..,null
10/2020,Martorell,casos confirmats,,635
10/2020,Martorelles,casos confirmats,,52
10/2020,Mas de Barberans,casos confirmats,,6
10/2020,Masarac,casos confirmats,..,null
10/2020,Masdenverge,casos confirmats,,5
10/2020,"Masies de Roda, les",casos confirmats,,11
10/2020,"Masies de Voltregà, les",casos confirmats,,30
10/2020,Masllorenç,casos confirmats,,17
10/2020,"Masnou, el",casos confirmats,,262
10/2020,"Masó, la",casos confirmats,,4
10/2020,Maspujols,casos confirmats,,7
10/2020,Masquefa,casos confirmats,,75
10/2020,"Masroig, el",casos confirmats,,4
10/2020,Massalcoreig,casos confirmats,..,null
10/2020,Massanes,casos confirmats,,5
10/2020,Massoteres,casos confirmats,,0
10/2020,Matadepera,casos confirmats,,175
10/2020,Mataró,casos confirmats,,2660
10/2020,Mediona,casos confirmats,,14
10/2020,Menàrguens,casos confirmats,..,null
10/2020,Mieres,casos confirmats,,4
10/2020,Miralcamp,casos confirmats,,9
10/2020,Miravet,casos confirmats,,6
10/2020,Moià,casos confirmats,,85
10/2020,"Molar, el",casos confirmats,..,null
10/2020,Molins de Rei,casos confirmats,,276
10/2020,Mollerussa,casos confirmats,,133
10/2020,Mollet del Vallès,casos confirmats,,974
10/2020,Molló,casos confirmats,..,null
10/2020,Monistrol de Calders,casos confirmats,..,null
10/2020,Monistrol de Montserrat,casos confirmats,,23
10/2020,Montagut i Oix,casos confirmats,,5
10/2020,Montblanc,casos confirmats,,68
10/2020,Montbrió del Camp,casos confirmats,,30
10/2020,Montcada i Reixac,casos confirmats,,471
10/2020,Montellà i Martinet,casos confirmats,,5
10/2020,Montesquiu,casos confirmats,,13
10/2020,Montferrer i Castellbò,casos confirmats,,6
10/2020,Montferri,casos confirmats,,0
10/2020,Montgai,casos confirmats,,6
10/2020,Montgat,casos confirmats,,164
10/2020,Montmajor,casos confirmats,,0
10/2020,"Montmell, el",casos confirmats,..,null
10/2020,Montmeló,casos confirmats,,139
10/2020,Montoliu de Lleida,casos confirmats,,5
10/2020,Montornès del Vallès,casos confirmats,,233
10/2020,Mont-ras,casos confirmats,,25
10/2020,Mont-roig del Camp,casos confirmats,,135
10/2020,Montseny,casos confirmats,..,null
10/2020,Móra d'Ebre,casos confirmats,,36
10/2020,Móra la Nova,casos confirmats,,44
10/2020,"Morell, el",casos confirmats,,26
10/2020,Muntanyola,casos confirmats,,6
10/2020,Mura,casos confirmats,,0
10/2020,Naut Aran,casos confirmats,,22
10/2020,Navarcles,casos confirmats,,54
10/2020,Navàs,casos confirmats,,84
10/2020,Navata,casos confirmats,,44
10/2020,Navès,casos confirmats,,4
10/2020,"Nou de Gaià, la",casos confirmats,,4
10/2020,Nulles,casos confirmats,..,null
10/2020,Odèn,casos confirmats,,0
10/2020,Òdena,casos confirmats,,39
10/2020,Ogassa,casos confirmats,,0
10/2020,Olèrdola,casos confirmats,,28
10/2020,Olesa de Bonesvalls,casos confirmats,,10
10/2020,Olesa de Montserrat,casos confirmats,,148
10/2020,Oliana,casos confirmats,,11
10/2020,Oliola,casos confirmats,,0
10/2020,Olius,casos confirmats,..,null
10/2020,Olivella,casos confirmats,,16
10/2020,Olost,casos confirmats,,10
10/2020,Olot,casos confirmats,,657
10/2020,Olvan,casos confirmats,..,null
10/2020,"Omellons, els",casos confirmats,,0
10/2020,Ordis,casos confirmats,..,null
10/2020,Organyà,casos confirmats,,15
10/2020,Orís,casos confirmats,..,null
10/2020,Oristà,casos confirmats,,7
10/2020,Òrrius,casos confirmats,,5
10/2020,Os de Balaguer,casos confirmats,,7
10/2020,Osor,casos confirmats,,7
10/2020,Ossó de Sió,casos confirmats,,0
10/2020,Pacs del Penedès,casos confirmats,,6
10/2020,Palafolls,casos confirmats,,83
10/2020,Palafrugell,casos confirmats,,621
10/2020,Palamós,casos confirmats,,145
10/2020,"Palau d'Anglesola, el",casos confirmats,,11
10/2020,Palau-sator,casos confirmats,,4
10/2020,Palau-saverdera,casos confirmats,,6
10/2020,Palau-solità i Plegamans,casos confirmats,,125
10/2020,"Pallaresos, els",casos confirmats,,48
10/2020,Pallejà,casos confirmats,,130
10/2020,"Palma d'Ebre, la",casos confirmats,,0
10/2020,"Palma de Cervelló, la",casos confirmats,,27
10/2020,Palol de Revardit,casos confirmats,,16
10/2020,Pals,casos confirmats,,17
10/2020,"Papiol, el",casos confirmats,,52
10/2020,Parets del Vallès,casos confirmats,,274
10/2020,Parlavà,casos confirmats,,4
10/2020,Pau,casos confirmats,..,null
10/2020,Paüls,casos confirmats,,5
10/2020,Penelles,casos confirmats,..,null
10/2020,"Pera, la",casos confirmats,..,null
10/2020,Perafita,casos confirmats,,0
10/2020,Perafort,casos confirmats,,10
10/2020,Peralada,casos confirmats,,12
10/2020,Peramola,casos confirmats,..,null
10/2020,"Perelló, el",casos confirmats,,14
10/2020,Piera,casos confirmats,,138
10/2020,"Piles, les",casos confirmats,,0
10/2020,Pineda de Mar,casos confirmats,,472
10/2020,"Pinell de Brai, el",casos confirmats,..,null
10/2020,Pinell de Solsonès,casos confirmats,..,null
10/2020,Pinós,casos confirmats,,5
10/2020,Pira,casos confirmats,..,null
10/2020,"Pla de Santa Maria, el",casos confirmats,,21
10/2020,"Pla del Penedès, el",casos confirmats,,4
10/2020,"Planes d'Hostoles, les",casos confirmats,,16
10/2020,Planoles,casos confirmats,..,null
10/2020,"Plans de Sió, els",casos confirmats,,10
10/2020,"Poal, el",casos confirmats,,7
10/2020,"Pobla de Claramunt, la",casos confirmats,,18
10/2020,"Pobla de Lillet, la",casos confirmats,,29
10/2020,"Pobla de Mafumet, la",casos confirmats,,15
10/2020,"Pobla de Massaluca, la",casos confirmats,,0
10/2020,"Pobla de Montornès, la",casos confirmats,,45
10/2020,"Pobla de Segur, la",casos confirmats,,18
10/2020,Poboleda,casos confirmats,,0
10/2020,Polinyà,casos confirmats,,93
10/2020,"Pont d'Armentera, el",casos confirmats,,4
10/2020,Pont de Molins,casos confirmats,,9
10/2020,"Pont de Suert, el",casos confirmats,,6
10/2020,"Pont de Vilomara i Rocafort, el",casos confirmats,,18
10/2020,Pontons,casos confirmats,..,null
10/2020,Pontós,casos confirmats,..,null
10/2020,Ponts,casos confirmats,,22
10/2020,Porqueres,casos confirmats,,108
10/2020,Porrera,casos confirmats,..,null
10/2020,"Port de la Selva, el",casos confirmats,..,null
10/2020,Portbou,casos confirmats,,6
10/2020,"Portella, la",casos confirmats,,8
10/2020,Prades,casos confirmats,,17
10/2020,"Prat de Llobregat, el",casos confirmats,,840
10/2020,Pratdip,casos confirmats,,4
10/2020,Prats de Lluçanès,casos confirmats,,27
10/2020,"Prats de Rei, els",casos confirmats,..,null
10/2020,Prats i Sansor,casos confirmats,,0
10/2020,Preixana,casos confirmats,,0
10/2020,Preixens,casos confirmats,,17
10/2020,Premià de Dalt,casos confirmats,,103
10/2020,Premià de Mar,casos confirmats,,318
10/2020,"Preses, les",casos confirmats,,33
10/2020,Prullans,casos confirmats,,0
10/2020,Puigcerdà,casos confirmats,,143
10/2020,Puigdàlber,casos confirmats,..,null
10/2020,Puiggròs,casos confirmats,..,null
10/2020,Puigpelat,casos confirmats,,9
10/2020,Puig-reig,casos confirmats,,254
10/2020,Puigverd d'Agramunt,casos confirmats,,0
10/2020,Puigverd de Lleida,casos confirmats,,6
10/2020,Pujalt,casos confirmats,,0
10/2020,Quart,casos confirmats,,54
10/2020,Querol,casos confirmats,,0
10/2020,Rabós,casos confirmats,..,null
10/2020,Rajadell,casos confirmats,,8
10/2020,"Ràpita, la",casos confirmats,,191
10/2020,Rasquera,casos confirmats,,8
10/2020,Regencós,casos confirmats,..,null
10/2020,Rellinars,casos confirmats,,5
10/2020,Reus,casos confirmats,,2504
10/2020,Rialp,casos confirmats,,5
10/2020,"Riba, la",casos confirmats,,5
10/2020,Riba-roja d'Ebre,casos confirmats,..,null
10/2020,Ribera d'Ondara,casos confirmats,,4
10/2020,Ribera d'Urgellet,casos confirmats,,5
10/2020,Ribes de Freser,casos confirmats,,60
10/2020,Riells i Viabrea,casos confirmats,,33
10/2020,"Riera de Gaià, la",casos confirmats,,9
10/2020,Riner,casos confirmats,,0
10/2020,Ripoll,casos confirmats,,155
10/2020,Ripollet,casos confirmats,,432
10/2020,Riudarenes,casos confirmats,,6
10/2020,Riudaura,casos confirmats,,6
10/2020,Riudecanyes,casos confirmats,,24
10/2020,Riudecols,casos confirmats,,12
10/2020,Riudellots de la Selva,casos confirmats,,22
10/2020,Riudoms,casos confirmats,,119
10/2020,Riumors,casos confirmats,,0
10/2020,"Roca del Vallès, la",casos confirmats,,152
10/2020,Rocafort de Queralt,casos confirmats,,0
10/2020,Roda de Berà,casos confirmats,,40
10/2020,Roda de Ter,casos confirmats,,222
10/2020,Rodonyà,casos confirmats,,0
10/2020,Roquetes,casos confirmats,,150
10/2020,Roses,casos confirmats,,311
10/2020,Rosselló,casos confirmats,,19
10/2020,"Rourell, el",casos confirmats,,9
10/2020,Rubí,casos confirmats,,1203
10/2020,Rubió,casos confirmats,,0
10/2020,Rupià,casos confirmats,,0
10/2020,Rupit i Pruit,casos confirmats,,7
10/2020,Sabadell,casos confirmats,,2740
10/2020,Salàs de Pallars,casos confirmats,,0
10/2020,Saldes,casos confirmats,..,null
10/2020,Sallent,casos confirmats,,41
10/2020,Salomó,casos confirmats,,14
10/2020,Salou,casos confirmats,,448
10/2020,Salt,casos confirmats,,956
10/2020,Sanaüja,casos confirmats,..,null
10/2020,Sant Adrià de Besòs,casos confirmats,,664
10/2020,Sant Andreu de la Barca,casos confirmats,,435
10/2020,Sant Andreu de Llavaneres,casos confirmats,,124
10/2020,Sant Aniol de Finestres,casos confirmats,,0
10/2020,Sant Antoni de Vilamajor,casos confirmats,,82
10/2020,Sant Bartomeu del Grau,casos confirmats,,11
10/2020,Sant Boi de Llobregat,casos confirmats,,1064
10/2020,Sant Boi de Lluçanès,casos confirmats,,9
10/2020,Sant Cebrià de Vallalta,casos confirmats,,23
10/2020,Sant Celoni,casos confirmats,,148
10/2020,Sant Climent de Llobregat,casos confirmats,,33
10/2020,Sant Climent Sescebes,casos confirmats,..,null
10/2020,Sant Cugat del Vallès,casos confirmats,,974
10/2020,Sant Cugat Sesgarrigues,casos confirmats,..,null
10/2020,Sant Esteve de Palautordera,casos confirmats,,24
10/2020,Sant Esteve Sesrovires,casos confirmats,,79
10/2020,Sant Feliu de Buixalleu,casos confirmats,..,null
10/2020,Sant Feliu de Codines,casos confirmats,,38
10/2020,Sant Feliu de Guíxols,casos confirmats,,263
10/2020,Sant Feliu de Llobregat,casos confirmats,,501
10/2020,Sant Feliu de Pallerols,casos confirmats,,12
10/2020,Sant Feliu Sasserra,casos confirmats,,0
10/2020,Sant Ferriol,casos confirmats,,0
10/2020,Sant Fost de Campsentelles,casos confirmats,,87
10/2020,Sant Fruitós de Bages,casos confirmats,,72
10/2020,Sant Gregori,casos confirmats,,69
10/2020,Sant Guim de Freixenet,casos confirmats,,8
10/2020,Sant Hilari Sacalm,casos confirmats,,47
10/2020,Sant Hipòlit de Voltregà,casos confirmats,,63
10/2020,Sant Iscle de Vallalta,casos confirmats,,11
10/2020,Sant Jaume d'Enveja,casos confirmats,,46
10/2020,Sant Jaume de Llierca,casos confirmats,,4
10/2020,Sant Jaume dels Domenys,casos confirmats,,8
10/2020,Sant Joan de les Abadesses,casos confirmats,,9
10/2020,Sant Joan de Mollet,casos confirmats,,4
