mes,municipis,concepte,estat,valor
10/2021,Sant Aniol de Finestres,casos confirmats,,0
10/2021,Sant Antoni de Vilamajor,casos confirmats,..,null
10/2021,Sant Bartomeu del Grau,casos confirmats,,0
10/2021,Sant Boi de Llobregat,casos confirmats,,34
10/2021,Sant Boi de Lluçanès,casos confirmats,,0
10/2021,Sant Cebrià de Vallalta,casos confirmats,,0
10/2021,Sant Celoni,casos confirmats,,19
10/2021,Sant Climent de Llobregat,casos confirmats,..,null
10/2021,Sant Climent Sescebes,casos confirmats,,0
10/2021,Sant Cugat del Vallès,casos confirmats,,85
10/2021,Sant Cugat Sesgarrigues,casos confirmats,,0
10/2021,Sant Esteve de Palautordera,casos confirmats,,14
10/2021,Sant Esteve Sesrovires,casos confirmats,,6
10/2021,Sant Feliu de Buixalleu,casos confirmats,,0
10/2021,Sant Feliu de Codines,casos confirmats,..,null
10/2021,Sant Feliu de Guíxols,casos confirmats,,19
10/2021,Sant Feliu de Llobregat,casos confirmats,,35
10/2021,Sant Feliu de Pallerols,casos confirmats,..,null
10/2021,Sant Feliu Sasserra,casos confirmats,,0
10/2021,Sant Ferriol,casos confirmats,,0
10/2021,Sant Fost de Campsentelles,casos confirmats,,5
10/2021,Sant Fruitós de Bages,casos confirmats,,14
10/2021,Sant Gregori,casos confirmats,,11
10/2021,Sant Guim de Freixenet,casos confirmats,,0
10/2021,Sant Hilari Sacalm,casos confirmats,,18
10/2021,Sant Hipòlit de Voltregà,casos confirmats,,10
10/2021,Sant Iscle de Vallalta,casos confirmats,,0
10/2021,Sant Jaume d'Enveja,casos confirmats,..,null
10/2021,Sant Jaume de Llierca,casos confirmats,,5
10/2021,Sant Jaume dels Domenys,casos confirmats,,4
10/2021,Sant Joan de les Abadesses,casos confirmats,..,null
10/2021,Sant Joan de Mollet,casos confirmats,,4
10/2021,Sant Joan de Vilatorrada,casos confirmats,,20
10/2021,Sant Joan Despí,casos confirmats,,18
10/2021,Sant Joan les Fonts,casos confirmats,,8
10/2021,Sant Jordi Desvalls,casos confirmats,,0
10/2021,Sant Julià de Cerdanyola,casos confirmats,,0
10/2021,Sant Julià de Ramis,casos confirmats,,15
10/2021,Sant Julià de Vilatorta,casos confirmats,..,null
10/2021,Sant Julià del Llor i Bonmatí,casos confirmats,,0
10/2021,Sant Just Desvern,casos confirmats,,17
10/2021,Sant Llorenç d'Hortons,casos confirmats,,6
10/2021,Sant Llorenç de la Muga,casos confirmats,,0
10/2021,Sant Llorenç de Morunys,casos confirmats,,0
10/2021,Sant Llorenç Savall,casos confirmats,..,null
10/2021,Sant Martí de Centelles,casos confirmats,,0
10/2021,Sant Martí de Llémena,casos confirmats,,0
10/2021,Sant Martí de Riucorb,casos confirmats,,0
10/2021,Sant Martí de Tous,casos confirmats,,0
10/2021,Sant Martí Sarroca,casos confirmats,..,null
10/2021,Sant Martí Sesgueioles,casos confirmats,..,null
10/2021,Sant Martí Vell,casos confirmats,,0
10/2021,Sant Mateu de Bages,casos confirmats,,0
10/2021,Sant Miquel de Campmajor,casos confirmats,,0
10/2021,Sant Miquel de Fluvià,casos confirmats,..,null
10/2021,Sant Pau de Segúries,casos confirmats,,0
10/2021,Sant Pere de Ribes,casos confirmats,,26
10/2021,Sant Pere de Riudebitlles,casos confirmats,..,null
10/2021,Sant Pere de Torelló,casos confirmats,,8
10/2021,Sant Pere de Vilamajor,casos confirmats,,0
10/2021,Sant Pere Pescador,casos confirmats,..,null
10/2021,Sant Pol de Mar,casos confirmats,,5
10/2021,Sant Quintí de Mediona,casos confirmats,..,null
10/2021,Sant Quirze de Besora,casos confirmats,..,null
10/2021,Sant Quirze del Vallès,casos confirmats,,6
10/2021,Sant Quirze Safaja,casos confirmats,,0
10/2021,Sant Ramon,casos confirmats,,0
10/2021,Sant Sadurní d'Anoia,casos confirmats,,17
10/2021,Sant Salvador de Guardiola,casos confirmats,..,null
10/2021,Sant Vicenç de Castellet,casos confirmats,,31
10/2021,Sant Vicenç de Montalt,casos confirmats,,11
10/2021,Sant Vicenç de Torelló,casos confirmats,..,null
10/2021,Sant Vicenç dels Horts,casos confirmats,,20
10/2021,Santa Bàrbara,casos confirmats,,18
10/2021,Santa Coloma de Cervelló,casos confirmats,,7
10/2021,Santa Coloma de Farners,casos confirmats,,11
10/2021,Santa Coloma de Gramenet,casos confirmats,,88
10/2021,Santa Coloma de Queralt,casos confirmats,,24
10/2021,Santa Cristina d'Aro,casos confirmats,,8
10/2021,Santa Eugènia de Berga,casos confirmats,..,null
10/2021,Santa Eulàlia de Riuprimer,casos confirmats,..,null
10/2021,Santa Eulàlia de Ronçana,casos confirmats,,6
10/2021,Santa Fe del Penedès,casos confirmats,..,null
10/2021,Santa Llogaia d'Àlguema,casos confirmats,,0
10/2021,Santa Margarida de Montbui,casos confirmats,,6
10/2021,Santa Margarida i els Monjos,casos confirmats,,13
10/2021,Santa Maria d'Oló,casos confirmats,..,null
10/2021,Santa Maria de Martorelles,casos confirmats,..,null
10/2021,Santa Maria de Palautordera,casos confirmats,,13
10/2021,Santa Oliva,casos confirmats,..,null
10/2021,Santa Pau,casos confirmats,,0
10/2021,Santa Perpètua de Mogoda,casos confirmats,,84
10/2021,Santa Susanna,casos confirmats,,16
10/2021,Santpedor,casos confirmats,,9
10/2021,Sarral,casos confirmats,,0
10/2021,Sarrià de Ter,casos confirmats,,5
10/2021,Sarroca de Lleida,casos confirmats,,0
10/2021,"Saus, Camallera i Llampaies",casos confirmats,..,null
10/2021,"Secuita, la",casos confirmats,,0
10/2021,"Selva de Mar, la",casos confirmats,..,null
10/2021,"Selva del Camp, la",casos confirmats,,19
10/2021,"Sénia, la",casos confirmats,,7
10/2021,"Sentiu de Sió, la",casos confirmats,..,null
10/2021,Sentmenat,casos confirmats,,7
10/2021,Serinyà,casos confirmats,,0
10/2021,Seròs,casos confirmats,..,null
10/2021,Serra de Daró,casos confirmats,,0
10/2021,"Seu d'Urgell, la",casos confirmats,,26
10/2021,Seva,casos confirmats,,10
10/2021,Sidamon,casos confirmats,..,null
10/2021,Sils,casos confirmats,,6
10/2021,Sitges,casos confirmats,,22
10/2021,"Soleràs, el",casos confirmats,,0
10/2021,Solivella,casos confirmats,,0
10/2021,Solsona,casos confirmats,,15
10/2021,Sora,casos confirmats,,0
10/2021,Soriguera,casos confirmats,,0
10/2021,Sort,casos confirmats,..,null
10/2021,Soses,casos confirmats,,4
10/2021,Subirats,casos confirmats,,10
10/2021,Sudanell,casos confirmats,,0
10/2021,Sunyer,casos confirmats,..,null
10/2021,Súria,casos confirmats,,13
10/2021,Tagamanent,casos confirmats,,0
10/2021,Talamanca,casos confirmats,,0
10/2021,Talarn,casos confirmats,,0
10/2021,Talavera,casos confirmats,,0
10/2021,"Tallada d'Empordà, la",casos confirmats,,0
10/2021,Taradell,casos confirmats,,9
10/2021,Tarragona,casos confirmats,,186
10/2021,Tàrrega,casos confirmats,,71
10/2021,Tavèrnoles,casos confirmats,,0
10/2021,Teià,casos confirmats,,4
10/2021,Térmens,casos confirmats,..,null
10/2021,Terrades,casos confirmats,,0
10/2021,Terrassa,casos confirmats,,222
10/2021,Tiana,casos confirmats,..,null
10/2021,Tivenys,casos confirmats,..,null
10/2021,Tivissa,casos confirmats,..,null
10/2021,Tona,casos confirmats,,25
10/2021,Torà,casos confirmats,..,null
10/2021,Tordera,casos confirmats,,18
10/2021,Torelló,casos confirmats,,16
10/2021,Tornabous,casos confirmats,,0
10/2021,"Torre de Cabdella, la",casos confirmats,,0
10/2021,"Torre de Claramunt, la",casos confirmats,..,null
10/2021,"Torre de l'Espanyol, la",casos confirmats,,0
10/2021,Torrebesses,casos confirmats,,0
10/2021,Torredembarra,casos confirmats,,8
10/2021,Torrefarrera,casos confirmats,,16
10/2021,Torrefeta i Florejacs,casos confirmats,,0
10/2021,Torregrossa,casos confirmats,,0
10/2021,Torrelameu,casos confirmats,,0
10/2021,Torrelavit,casos confirmats,..,null
10/2021,Torrelles de Foix,casos confirmats,,6
10/2021,Torrelles de Llobregat,casos confirmats,,15
10/2021,Torres de Segre,casos confirmats,,12
10/2021,Torre-serona,casos confirmats,,0
10/2021,Torroella de Fluvià,casos confirmats,,0
10/2021,Torroella de Montgrí,casos confirmats,,5
10/2021,Tortellà,casos confirmats,..,null
10/2021,Tortosa,casos confirmats,,108
10/2021,Tossa de Mar,casos confirmats,,0
10/2021,Tremp,casos confirmats,,16
10/2021,Ullà,casos confirmats,,0
10/2021,Ullastrell,casos confirmats,..,null
10/2021,Ullastret,casos confirmats,,0
10/2021,Ulldecona,casos confirmats,,14
10/2021,Ulldemolins,casos confirmats,,0
10/2021,Ultramort,casos confirmats,..,null
10/2021,Urús,casos confirmats,..,null
10/2021,Vacarisses,casos confirmats,,6
10/2021,"Vall d'en Bas, la",casos confirmats,..,null
10/2021,"Vall de Bianya, la",casos confirmats,,0
10/2021,"Vall de Boí, la",casos confirmats,,0
10/2021,Vall de Cardós,casos confirmats,..,null
10/2021,Vallbona d'Anoia,casos confirmats,..,null
10/2021,Vallbona de les Monges,casos confirmats,,0
10/2021,Vallcebre,casos confirmats,,0
10/2021,Vallfogona de Balaguer,casos confirmats,..,null
10/2021,Vallfogona de Ripollès,casos confirmats,..,null
10/2021,Vallgorguina,casos confirmats,..,null
10/2021,Vallirana,casos confirmats,,33
10/2021,Vall-llobrega,casos confirmats,,0
10/2021,Vallmoll,casos confirmats,..,null
10/2021,Vallromanes,casos confirmats,..,null
10/2021,Valls,casos confirmats,,11
10/2021,"Valls d'Aguilar, les",casos confirmats,,0
10/2021,"Valls de Valira, les",casos confirmats,,0
10/2021,Vandellòs i l'Hospitalet de l'Infant,casos confirmats,,11
10/2021,"Vendrell, el",casos confirmats,,25
10/2021,Ventalló,casos confirmats,,0
10/2021,Verdú,casos confirmats,,0
10/2021,Verges,casos confirmats,..,null
10/2021,Vespella de Gaià,casos confirmats,,0
10/2021,Vic,casos confirmats,,132
10/2021,Vidreres,casos confirmats,,12
10/2021,Vielha e Mijaran,casos confirmats,,10
10/2021,Vilabella,casos confirmats,,0
10/2021,Vilabertran,casos confirmats,..,null
10/2021,Vilablareix,casos confirmats,,25
10/2021,Vilada,casos confirmats,,0
10/2021,Viladamat,casos confirmats,,0
10/2021,Viladasens,casos confirmats,,0
10/2021,Viladecans,casos confirmats,,47
10/2021,Viladecavalls,casos confirmats,,8
10/2021,Vilademuls,casos confirmats,,0
10/2021,Viladrau,casos confirmats,..,null
10/2021,Vilafant,casos confirmats,,7
10/2021,Vilafranca del Penedès,casos confirmats,,40
10/2021,Vilagrassa,casos confirmats,,0
10/2021,Vilajuïga,casos confirmats,,0
10/2021,Vilalba dels Arcs,casos confirmats,,0
10/2021,Vilalba Sasserra,casos confirmats,,0
10/2021,Vilaller,casos confirmats,..,null
10/2021,Vilallonga de Ter,casos confirmats,,0
10/2021,Vilallonga del Camp,casos confirmats,,5
10/2021,Vilamacolum,casos confirmats,,0
10/2021,Vilamalla,casos confirmats,..,null
10/2021,Vilamaniscle,casos confirmats,,0
10/2021,Vilanant,casos confirmats,..,null
10/2021,Vilanova d'Escornalbou,casos confirmats,,0
10/2021,Vilanova de Bellpuig,casos confirmats,..,null
10/2021,Vilanova de l'Aguda,casos confirmats,..,null
10/2021,Vilanova de la Barca,casos confirmats,..,null
10/2021,Vilanova de Meià,casos confirmats,,0
10/2021,Vilanova de Sau,casos confirmats,,0
10/2021,Vilanova de Segrià,casos confirmats,,5
10/2021,Vilanova del Camí,casos confirmats,..,null
10/2021,Vilanova del Vallès,casos confirmats,,26
10/2021,Vilanova i la Geltrú,casos confirmats,,133
10/2021,Vilaplana,casos confirmats,,0
10/2021,Vila-rodona,casos confirmats,,0
10/2021,Vila-sacra,casos confirmats,,4
10/2021,Vila-sana,casos confirmats,,4
10/2021,Vila-seca,casos confirmats,,31
10/2021,Vilassar de Dalt,casos confirmats,,8
10/2021,Vilassar de Mar,casos confirmats,,23
10/2021,Vilaverd,casos confirmats,..,null
10/2021,"Vilella Baixa, la",casos confirmats,,0
10/2021,Vilobí d'Onyar,casos confirmats,,9
10/2021,Vilobí del Penedès,casos confirmats,..,null
10/2021,Vilopriu,casos confirmats,,0
10/2021,Vimbodí i Poblet,casos confirmats,,0
10/2021,Vinaixa,casos confirmats,,0
10/2021,Vinebre,casos confirmats,..,null
10/2021,Vinyols i els Arcs,casos confirmats,,5
10/2021,Xerta,casos confirmats,..,null
10/2021,Catalunya,casos confirmats,,9210
11/2021,Abrera,casos confirmats,,51
11/2021,Àger,casos confirmats,..,null
11/2021,Agramunt,casos confirmats,,58
11/2021,Aguilar de Segarra,casos confirmats,..,null
11/2021,Agullana,casos confirmats,..,null
11/2021,Aiguafreda,casos confirmats,,9
11/2021,Aiguamúrcia,casos confirmats,,0
11/2021,Aiguaviva,casos confirmats,,4
11/2021,Aitona,casos confirmats,,8
11/2021,"Alamús, els",casos confirmats,,0
11/2021,Alàs i Cerc,casos confirmats,..,null
11/2021,"Albagés, l'",casos confirmats,,5
11/2021,Albatàrrec,casos confirmats,,7
11/2021,Albesa,casos confirmats,,6
11/2021,"Albi, l'",casos confirmats,,0
11/2021,Albinyana,casos confirmats,..,null
11/2021,"Albiol, l'",casos confirmats,,0
11/2021,Albons,casos confirmats,,0
11/2021,Alcanar,casos confirmats,,80
11/2021,Alcanó,casos confirmats,..,null
11/2021,Alcarràs,casos confirmats,,85
11/2021,Alcoletge,casos confirmats,,23
11/2021,Alcover,casos confirmats,,10
11/2021,"Aldea, l'",casos confirmats,,12
11/2021,Aldover,casos confirmats,,5
11/2021,"Aleixar, l'",casos confirmats,,4
11/2021,Alella,casos confirmats,,31
11/2021,Alfara de Carles,casos confirmats,,0
11/2021,Alfarràs,casos confirmats,,7
11/2021,Alfés,casos confirmats,,0
11/2021,Alforja,casos confirmats,..,null
11/2021,Algerri,casos confirmats,,0
11/2021,Alguaire,casos confirmats,,42
11/2021,Alins,casos confirmats,,0
11/2021,Alió,casos confirmats,..,null
11/2021,Almacelles,casos confirmats,,57
11/2021,Almatret,casos confirmats,,0
11/2021,Almenar,casos confirmats,,15
11/2021,Almoster,casos confirmats,,7
11/2021,Alp,casos confirmats,,6
11/2021,Alpens,casos confirmats,,0
11/2021,Alpicat,casos confirmats,,48
11/2021,Alt Àneu,casos confirmats,,0
11/2021,Altafulla,casos confirmats,,8
11/2021,Amer,casos confirmats,,10
11/2021,"Ametlla de Mar, l'",casos confirmats,,15
11/2021,"Ametlla del Vallès, l'",casos confirmats,,39
11/2021,"Ampolla, l'",casos confirmats,,11
11/2021,Amposta,casos confirmats,,78
11/2021,Anglès,casos confirmats,,29
11/2021,Anglesola,casos confirmats,,13
11/2021,Arbeca,casos confirmats,,53
11/2021,"Arboç, l'",casos confirmats,,6
11/2021,Arbúcies,casos confirmats,,30
11/2021,Arenys de Mar,casos confirmats,,52
11/2021,Arenys de Munt,casos confirmats,,20
11/2021,Argelaguer,casos confirmats,..,null
11/2021,Argençola,casos confirmats,,0
11/2021,Argentona,casos confirmats,,56
11/2021,"Armentera, l'",casos confirmats,,4
11/2021,Arnes,casos confirmats,,0
11/2021,Artés,casos confirmats,,23
11/2021,Artesa de Lleida,casos confirmats,,10
11/2021,Artesa de Segre,casos confirmats,,150
11/2021,Ascó,casos confirmats,,0
11/2021,Aspa,casos confirmats,,0
11/2021,"Avellanes i Santa Linya, les",casos confirmats,,0
11/2021,Avià,casos confirmats,,5
11/2021,Avinyó,casos confirmats,,4
11/2021,Avinyonet de Puigventós,casos confirmats,,45
11/2021,Avinyonet del Penedès,casos confirmats,,21
11/2021,Badalona,casos confirmats,,858
11/2021,Badia del Vallès,casos confirmats,,56
11/2021,Bagà,casos confirmats,,56
11/2021,Baix Pallars,casos confirmats,..,null
11/2021,Balaguer,casos confirmats,,97
11/2021,Balenyà,casos confirmats,,28
11/2021,Balsareny,casos confirmats,,21
11/2021,Banyeres del Penedès,casos confirmats,,4
11/2021,Banyoles,casos confirmats,,96
11/2021,Barbens,casos confirmats,..,null
11/2021,Barberà de la Conca,casos confirmats,,10
11/2021,Barberà del Vallès,casos confirmats,,131
11/2021,Barcelona,casos confirmats,,6461
11/2021,"Baronia de Rialb, la",casos confirmats,,0
11/2021,Bàscara,casos confirmats,,30
11/2021,Bassella,casos confirmats,,0
11/2021,Batea,casos confirmats,,12
11/2021,Begues,casos confirmats,,50
11/2021,Begur,casos confirmats,,9
11/2021,Belianes,casos confirmats,,4
11/2021,Bellaguarda,casos confirmats,,0
11/2021,Bellcaire d'Empordà,casos confirmats,,0
11/2021,Bellcaire d'Urgell,casos confirmats,,17
11/2021,Bell-lloc d'Urgell,casos confirmats,,6
11/2021,Bellmunt del Priorat,casos confirmats,..,null
11/2021,Bellpuig,casos confirmats,,55
11/2021,Bellvei,casos confirmats,,0
11/2021,Bellver de Cerdanya,casos confirmats,,4
11/2021,Bellvís,casos confirmats,,25
11/2021,Benavent de Segrià,casos confirmats,,7
11/2021,Benifallet,casos confirmats,,0
11/2021,Benissanet,casos confirmats,..,null
11/2021,Berga,casos confirmats,,54
11/2021,Besalú,casos confirmats,,7
11/2021,Bescanó,casos confirmats,,17
11/2021,Bigues i Riells del Fai,casos confirmats,,20
11/2021,"Bisbal d'Empordà, la",casos confirmats,,46
11/2021,"Bisbal de Falset, la",casos confirmats,,0
11/2021,"Bisbal del Penedès, la",casos confirmats,,4
11/2021,Biure,casos confirmats,..,null
11/2021,Blancafort,casos confirmats,,0
11/2021,Blanes,casos confirmats,,261
11/2021,Boadella i les Escaules,casos confirmats,..,null
11/2021,Bolvir,casos confirmats,,0
11/2021,Bonastre,casos confirmats,,6
11/2021,"Bòrdes, Es",casos confirmats,,0
11/2021,Bordils,casos confirmats,,18
11/2021,"Borges Blanques, les",casos confirmats,,63
11/2021,"Borges del Camp, les",casos confirmats,,16
11/2021,Borrassà,casos confirmats,,7
11/2021,Borredà,casos confirmats,..,null
11/2021,Bossòst,casos confirmats,..,null
11/2021,Bot,casos confirmats,,0
11/2021,Botarell,casos confirmats,..,null
11/2021,Bovera,casos confirmats,..,null
11/2021,Bràfim,casos confirmats,..,null
11/2021,Breda,casos confirmats,,17
11/2021,"Bruc, el",casos confirmats,,8
11/2021,"Brull, el",casos confirmats,,0
11/2021,Brunyola i Sant Martí Sapresa,casos confirmats,,0
11/2021,Cabacés,casos confirmats,,0
11/2021,Cabanelles,casos confirmats,,4
11/2021,Cabanes,casos confirmats,..,null
11/2021,"Cabanyes, les",casos confirmats,..,null
11/2021,Cabra del Camp,casos confirmats,..,null
11/2021,Cabrera d'Anoia,casos confirmats,,9
11/2021,Cabrera de Mar,casos confirmats,,29
11/2021,Cabrils,casos confirmats,,46
11/2021,Cadaqués,casos confirmats,..,null
11/2021,Calaf,casos confirmats,,16
11/2021,Calafell,casos confirmats,,117
11/2021,Calders,casos confirmats,,7
11/2021,Caldes d'Estrac,casos confirmats,,12
11/2021,Caldes de Malavella,casos confirmats,,65
11/2021,Caldes de Montbui,casos confirmats,,43
11/2021,Calella,casos confirmats,,153
11/2021,Calldetenes,casos confirmats,,13
11/2021,Callús,casos confirmats,,12
11/2021,Calonge i Sant Antoni,casos confirmats,,35
11/2021,Camarasa,casos confirmats,,0
11/2021,Camarles,casos confirmats,,10
11/2021,Cambrils,casos confirmats,,165
11/2021,Camós,casos confirmats,..,null
11/2021,Campdevànol,casos confirmats,,94
11/2021,Campins,casos confirmats,,0
11/2021,Campllong,casos confirmats,,5
11/2021,Camprodon,casos confirmats,,15
11/2021,Canet d'Adri,casos confirmats,,6
11/2021,Canet de Mar,casos confirmats,,66
11/2021,"Canonja, la",casos confirmats,,12
11/2021,Canovelles,casos confirmats,,75
11/2021,Cànoves i Samalús,casos confirmats,,11
11/2021,Cantallops,casos confirmats,,0
11/2021,Canyelles,casos confirmats,,10
11/2021,Capçanes,casos confirmats,,7
11/2021,Capellades,casos confirmats,,17
11/2021,Capmany,casos confirmats,..,null
11/2021,Cardedeu,casos confirmats,,106
11/2021,Cardona,casos confirmats,,20
11/2021,Carme,casos confirmats,,4
11/2021,Caseres,casos confirmats,,0
11/2021,Cassà de la Selva,casos confirmats,,49
11/2021,Casserres,casos confirmats,,8
11/2021,Castellar del Vallès,casos confirmats,,98
11/2021,Castellbell i el Vilar,casos confirmats,,28
11/2021,Castellbisbal,casos confirmats,,31
11/2021,Castellcir,casos confirmats,..,null
11/2021,Castelldans,casos confirmats,..,null
11/2021,Castelldefels,casos confirmats,,289
11/2021,Castellet i la Gornal,casos confirmats,,4
11/2021,Castellfollit de la Roca,casos confirmats,,7
11/2021,Castellfollit del Boix,casos confirmats,,0
11/2021,Castellgalí,casos confirmats,,21
11/2021,Castellnou de Bages,casos confirmats,,16
11/2021,Castellnou de Seana,casos confirmats,,4
11/2021,Castelló d'Empúries,casos confirmats,,73
11/2021,Castelló de Farfanya,casos confirmats,,11
11/2021,Castellolí,casos confirmats,,7
11/2021,Castell-Platja d'Aro,casos confirmats,,50
11/2021,Castellserà,casos confirmats,,6
11/2021,Castellterçol,casos confirmats,,11
11/2021,Castellvell del Camp,casos confirmats,,9
11/2021,Castellví de la Marca,casos confirmats,..,null
11/2021,Castellví de Rosanes,casos confirmats,,7
11/2021,"Catllar, el",casos confirmats,,17
11/2021,"Cellera de Ter, la",casos confirmats,,5
11/2021,Celrà,casos confirmats,,19
11/2021,Centelles,casos confirmats,,50
11/2021,Cercs,casos confirmats,,11
11/2021,Cerdanyola del Vallès,casos confirmats,,431
11/2021,Cervelló,casos confirmats,,24
11/2021,Cervera,casos confirmats,,71
11/2021,Cervià de les Garrigues,casos confirmats,,6
11/2021,Cervià de Ter,casos confirmats,,5
11/2021,Cistella,casos confirmats,,0
11/2021,Ciutadilla,casos confirmats,,0
11/2021,Colera,casos confirmats,,6
11/2021,Coll de Nargó,casos confirmats,,0
11/2021,Collbató,casos confirmats,,21
11/2021,Collsuspina,casos confirmats,,0
11/2021,"Coma i la Pedra, la",casos confirmats,,0
11/2021,Conca de Dalt,casos confirmats,..,null
11/2021,Constantí,casos confirmats,,22
11/2021,Copons,casos confirmats,,0
11/2021,Corbera d'Ebre,casos confirmats,,6
11/2021,Corbera de Llobregat,casos confirmats,,30
11/2021,Corbins,casos confirmats,,5
11/2021,Corçà,casos confirmats,..,null
11/2021,Cornellà de Llobregat,casos confirmats,,299
11/2021,Cornellà del Terri,casos confirmats,,11
11/2021,Cornudella de Montsant,casos confirmats,..,null
11/2021,Creixell,casos confirmats,,5
11/2021,Crespià,casos confirmats,,0
11/2021,"Cruïlles, Monells i Sant Sadurní de l'Heura",casos confirmats,,8
11/2021,Cubelles,casos confirmats,,90
11/2021,Cubells,casos confirmats,,9
11/2021,Cunit,casos confirmats,,33
11/2021,Darnius,casos confirmats,..,null
11/2021,Das,casos confirmats,,0
11/2021,Deltebre,casos confirmats,,73
11/2021,Dosrius,casos confirmats,,15
11/2021,Duesaigües,casos confirmats,,0
11/2021,"Escala, l'",casos confirmats,,111
11/2021,Esparreguera,casos confirmats,,62
11/2021,Espinelves,casos confirmats,,0
11/2021,"Espluga Calba, l'",casos confirmats,..,null
11/2021,"Espluga de Francolí, l'",casos confirmats,,15
11/2021,Esplugues de Llobregat,casos confirmats,,189
11/2021,Espolla,casos confirmats,,0
11/2021,Esponellà,casos confirmats,..,null
11/2021,Espot,casos confirmats,,0
11/2021,"Espunyola, l'",casos confirmats,..,null
11/2021,"Esquirol, l'",casos confirmats,,13
11/2021,"Estany, l'",casos confirmats,,0
11/2021,Esterri d'Àneu,casos confirmats,..,null
11/2021,Falset,casos confirmats,,0
11/2021,"Far d'Empordà, el",casos confirmats,..,null
11/2021,"Fatarella, la",casos confirmats,,13
11/2021,Figaró-Montmany,casos confirmats,,0
11/2021,Fígols i Alinyà,casos confirmats,,0
11/2021,Figueres,casos confirmats,,375
11/2021,Figuerola del Camp,casos confirmats,..,null
11/2021,Flaçà,casos confirmats,,4
11/2021,Flix,casos confirmats,,37
11/2021,Fogars de la Selva,casos confirmats,,8
11/2021,Fogars de Montclús,casos confirmats,,4
11/2021,Foixà,casos confirmats,,0
11/2021,Folgueroles,casos confirmats,,17
11/2021,Fondarella,casos confirmats,,5
11/2021,Fonollosa,casos confirmats,,5
11/2021,Fontanals de Cerdanya,casos confirmats,..,null
11/2021,Fontcoberta,casos confirmats,..,null
11/2021,Font-rubí,casos confirmats,,5
11/2021,Foradada,casos confirmats,..,null
11/2021,Forallac,casos confirmats,,13
11/2021,Fornells de la Selva,casos confirmats,,24
11/2021,Fortià,casos confirmats,,17
11/2021,"Franqueses del Vallès, les",casos confirmats,,101
11/2021,Freginals,casos confirmats,,0
11/2021,"Fuliola, la",casos confirmats,,6
11/2021,"Galera, la",casos confirmats,..,null
11/2021,Gandesa,casos confirmats,,32
11/2021,Garcia,casos confirmats,..,null
11/2021,"Garriga, la",casos confirmats,,75
11/2021,Garrigàs,casos confirmats,..,null
11/2021,Garriguella,casos confirmats,,6
11/2021,Gavà,casos confirmats,,147
11/2021,Gavet de la Conca,casos confirmats,,0
11/2021,Gelida,casos confirmats,,49
11/2021,Ger,casos confirmats,,0
11/2021,Gimenells i el Pla de la Font,casos confirmats,,5
11/2021,Ginestar,casos confirmats,,0
11/2021,Girona,casos confirmats,,627
11/2021,Gironella,casos confirmats,,21
11/2021,Godall,casos confirmats,..,null
11/2021,Golmés,casos confirmats,,18
11/2021,Gósol,casos confirmats,,0
11/2021,"Granada, la",casos confirmats,,15
11/2021,"Granadella, la",casos confirmats,,0
11/2021,"Granja d'Escarp, la",casos confirmats,,0
11/2021,Granollers,casos confirmats,,327
11/2021,Gratallops,casos confirmats,,0
11/2021,Gualba,casos confirmats,,12
11/2021,Gualta,casos confirmats,,4
11/2021,Guardiola de Berguedà,casos confirmats,,24
11/2021,"Guiamets, els",casos confirmats,..,null
11/2021,Guils de Cerdanya,casos confirmats,,0
11/2021,Guimerà,casos confirmats,..,null
11/2021,"Guingueta d'Àneu, la",casos confirmats,,0
11/2021,Guissona,casos confirmats,,23
11/2021,Gurb,casos confirmats,,20
11/2021,Horta de Sant Joan,casos confirmats,,0
11/2021,"Hospitalet de Llobregat, l'",casos confirmats,,708
11/2021,"Hostalets de Pierola, els",casos confirmats,,15
11/2021,Hostalric,casos confirmats,,47
11/2021,Igualada,casos confirmats,,219
11/2021,Isona i Conca Dellà,casos confirmats,..,null
11/2021,Isòvol,casos confirmats,,0
11/2021,Ivars d'Urgell,casos confirmats,,14
11/2021,Ivars de Noguera,casos confirmats,,0
11/2021,Jafre,casos confirmats,..,null
11/2021,"Jonquera, la",casos confirmats,,8
11/2021,Jorba,casos confirmats,,4
11/2021,Juià,casos confirmats,,0
11/2021,Juncosa,casos confirmats,..,null
11/2021,Juneda,casos confirmats,,19
11/2021,Les,casos confirmats,,9
11/2021,Linyola,casos confirmats,,17
11/2021,"Llacuna, la",casos confirmats,,5
11/2021,Lladó,casos confirmats,,9
11/2021,Lladorre,casos confirmats,,0
11/2021,"Llagosta, la",casos confirmats,,46
11/2021,Llagostera,casos confirmats,,86
11/2021,Llambilles,casos confirmats,,7
11/2021,Llanars,casos confirmats,..,null
11/2021,Llançà,casos confirmats,,19
11/2021,Llardecans,casos confirmats,,0
11/2021,Llavorsí,casos confirmats,,0
11/2021,Lleida,casos confirmats,,900
11/2021,Llers,casos confirmats,,7
11/2021,Lles de Cerdanya,casos confirmats,..,null
11/2021,Lliçà d'Amunt,casos confirmats,,44
11/2021,Lliçà de Vall,casos confirmats,,23
11/2021,Llinars del Vallès,casos confirmats,,23
11/2021,Llívia,casos confirmats,,11
11/2021,Llorenç del Penedès,casos confirmats,,6
11/2021,Lloret de Mar,casos confirmats,,198
11/2021,"Llosses, les",casos confirmats,,0
