Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Islas;Tipo de dato;Periodo;Total
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;15/5/2020;13,65
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;14/5/2020;13,83
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;13/5/2020;14,35
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;12/5/2020;14,61
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;11/5/2020;13,04
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;10/5/2020;6,44
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;9/5/2020;7,25
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;8/5/2020;12,43
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;7/5/2020;12,16
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;6/5/2020;12,17
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;5/5/2020;12,50
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;4/5/2020;11,69
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;3/5/2020;6,59
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;2/5/2020;7,20
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;1/5/2020;6,87
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;30/4/2020;10,86
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;29/4/2020;10,71
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;28/4/2020;10,56
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;27/4/2020;10,06
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;26/4/2020;5,22
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;25/4/2020;7,02
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;24/4/2020;10,15
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;23/4/2020;9,93
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;22/4/2020;10,16
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;21/4/2020;9,86
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;20/4/2020;9,43
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;19/4/2020;5,09
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;18/4/2020;7,20
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;17/4/2020;10,23
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;16/4/2020;10,50
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;15/4/2020;9,82
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;14/4/2020;9,19
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;13/4/2020;5,09
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;12/4/2020;5,14
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;11/4/2020;6,07
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;10/4/2020;5,82
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;9/4/2020;8,58
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;8/4/2020;8,78
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;7/4/2020;8,59
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;6/4/2020;8,08
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;5/4/2020;5,00
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;4/4/2020;6,44
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;3/4/2020;8,83
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;2/4/2020;7,95
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;1/4/2020;7,78
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;31/3/2020;8,16
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;30/3/2020;8,31
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;28/3/2020;6,75
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;26/3/2020;9,72
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;24/3/2020;9,87
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;22/3/2020;4,93
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;20/3/2020;10,28
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;18/3/2020;10,86
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;16/3/2020;11,45
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;18/11/2019;28,38
